  0%|          | 0/28158 [00:00<?, ?it/s]`use_cache=True` is incompatible with gradient checkpointing. Setting `use_cache=False`.
/home/xinyuzh/anaconda3/envs/meditron/lib/python3.10/site-packages/torch/autograd/graph.py:825: UserWarning: cuDNN SDPA backward got grad_output.strides() != output.strides(), attempting to materialize a grad_output with matching strides... (Triggered internally at ../aten/src/ATen/native/cudnn/MHA.cpp:674.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
                                                      
{'loss': 1.5125, 'grad_norm': 1.18394136428833, 'learning_rate': 1.775568181818182e-07, 'epoch': 0.0}
{'loss': 0.6333, 'grad_norm': 1.9270075559616089, 'learning_rate': 3.924005681818182e-05, 'epoch': 0.16}
{'loss': 0.6739, 'grad_norm': 2.9847986698150635, 'learning_rate': 3.941761363636364e-05, 'epoch': 0.16}
{'loss': 0.7375, 'grad_norm': 1.9076883792877197, 'learning_rate': 3.959517045454545e-05, 'epoch': 0.16}
{'loss': 0.6406, 'grad_norm': 2.169938087463379, 'learning_rate': 3.9772727272727275e-05, 'epoch': 0.16}
{'loss': 0.6972, 'grad_norm': 2.143068313598633, 'learning_rate': 3.995028409090909e-05, 'epoch': 0.16}
{'loss': 0.6914, 'grad_norm': 2.622828483581543, 'learning_rate': 4.012784090909091e-05, 'epoch': 0.16}
{'loss': 0.5608, 'grad_norm': 2.169788360595703, 'learning_rate': 4.030539772727273e-05, 'epoch': 0.16}
{'loss': 0.715, 'grad_norm': 2.4654464721679688, 'learning_rate': 4.048295454545455e-05, 'epoch': 0.16}
{'loss': 0.668, 'grad_norm': 2.521183967590332, 'learning_rate': 4.0660511363636365e-05, 'epoch': 0.16}
{'loss': 0.6261, 'grad_norm': 2.723158597946167, 'learning_rate': 4.083806818181819e-05, 'epoch': 0.16}
{'loss': 0.7157, 'grad_norm': 2.279449462890625, 'learning_rate': 4.1015625e-05, 'epoch': 0.16}
{'loss': 0.6584, 'grad_norm': 2.9394376277923584, 'learning_rate': 4.119318181818182e-05, 'epoch': 0.16}
{'loss': 0.6714, 'grad_norm': 2.525608777999878, 'learning_rate': 4.137073863636364e-05, 'epoch': 0.17}
{'loss': 0.7108, 'grad_norm': 1.890679955482483, 'learning_rate': 4.1548295454545455e-05, 'epoch': 0.17}
{'loss': 0.6597, 'grad_norm': 3.0820388793945312, 'learning_rate': 4.172585227272727e-05, 'epoch': 0.17}
{'loss': 0.6563, 'grad_norm': 2.1921980381011963, 'learning_rate': 4.190340909090909e-05, 'epoch': 0.17}
{'loss': 0.6082, 'grad_norm': 2.583332061767578, 'learning_rate': 4.2080965909090914e-05, 'epoch': 0.17}
{'loss': 0.7053, 'grad_norm': 2.279244899749756, 'learning_rate': 4.225852272727273e-05, 'epoch': 0.17}
{'loss': 0.6503, 'grad_norm': 2.160351276397705, 'learning_rate': 4.243607954545455e-05, 'epoch': 0.17}
{'loss': 0.7074, 'grad_norm': 2.582371473312378, 'learning_rate': 4.261363636363637e-05, 'epoch': 0.17}
{'loss': 0.7192, 'grad_norm': 2.320280075073242, 'learning_rate': 4.279119318181818e-05, 'epoch': 0.17}
{'loss': 0.6838, 'grad_norm': 2.744962692260742, 'learning_rate': 4.2968750000000004e-05, 'epoch': 0.17}
{'loss': 0.6579, 'grad_norm': 2.1165599822998047, 'learning_rate': 4.314630681818182e-05, 'epoch': 0.17}
{'loss': 0.639, 'grad_norm': 2.412017822265625, 'learning_rate': 4.3323863636363635e-05, 'epoch': 0.17}
{'loss': 0.6904, 'grad_norm': 2.1935808658599854, 'learning_rate': 4.350142045454546e-05, 'epoch': 0.17}
{'loss': 0.6378, 'grad_norm': 3.0711982250213623, 'learning_rate': 4.367897727272727e-05, 'epoch': 0.17}
{'loss': 0.69, 'grad_norm': 2.633244037628174, 'learning_rate': 4.385653409090909e-05, 'epoch': 0.18}
{'loss': 0.6512, 'grad_norm': 2.0230183601379395, 'learning_rate': 4.4034090909090916e-05, 'epoch': 0.18}
{'loss': 0.6152, 'grad_norm': 2.4591426849365234, 'learning_rate': 4.421164772727273e-05, 'epoch': 0.18}
{'loss': 0.638, 'grad_norm': 2.235335350036621, 'learning_rate': 4.438920454545455e-05, 'epoch': 0.18}
{'loss': 0.5823, 'grad_norm': 1.632960319519043, 'learning_rate': 4.456676136363637e-05, 'epoch': 0.18}
{'loss': 0.665, 'grad_norm': 2.577910900115967, 'learning_rate': 4.4744318181818184e-05, 'epoch': 0.18}
{'loss': 0.7003, 'grad_norm': 2.0862221717834473, 'learning_rate': 4.4921875e-05, 'epoch': 0.18}
{'loss': 0.5961, 'grad_norm': 2.8258779048919678, 'learning_rate': 4.509943181818182e-05, 'epoch': 0.18}
{'loss': 0.6592, 'grad_norm': 2.4565036296844482, 'learning_rate': 4.5276988636363637e-05, 'epoch': 0.18}
{'loss': 0.6707, 'grad_norm': 2.460344076156616, 'learning_rate': 4.545454545454546e-05, 'epoch': 0.18}
{'loss': 0.5924, 'grad_norm': 2.013167142868042, 'learning_rate': 4.5632102272727274e-05, 'epoch': 0.18}
{'loss': 0.6263, 'grad_norm': 2.1029415130615234, 'learning_rate': 4.580965909090909e-05, 'epoch': 0.18}
{'loss': 0.5951, 'grad_norm': 2.597475290298462, 'learning_rate': 4.598721590909091e-05, 'epoch': 0.18}
{'loss': 0.6249, 'grad_norm': 2.497218608856201, 'learning_rate': 4.616477272727273e-05, 'epoch': 0.18}
{'loss': 0.6574, 'grad_norm': 2.4568941593170166, 'learning_rate': 4.634232954545455e-05, 'epoch': 0.19}
{'loss': 0.6318, 'grad_norm': 2.4008283615112305, 'learning_rate': 4.6519886363636364e-05, 'epoch': 0.19}
{'loss': 0.5924, 'grad_norm': 2.6890487670898438, 'learning_rate': 4.6697443181818186e-05, 'epoch': 0.19}
{'loss': 0.6601, 'grad_norm': 2.822072982788086, 'learning_rate': 4.6875e-05, 'epoch': 0.19}
{'loss': 0.687, 'grad_norm': 2.3597311973571777, 'learning_rate': 4.705255681818182e-05, 'epoch': 0.19}
{'loss': 0.696, 'grad_norm': 2.5218472480773926, 'learning_rate': 4.723011363636364e-05, 'epoch': 0.19}
{'loss': 0.6294, 'grad_norm': 2.3603601455688477, 'learning_rate': 4.7407670454545454e-05, 'epoch': 0.19}
{'loss': 0.7115, 'grad_norm': 2.6878116130828857, 'learning_rate': 4.7585227272727276e-05, 'epoch': 0.19}
{'loss': 0.6459, 'grad_norm': 2.547569513320923, 'learning_rate': 4.776278409090909e-05, 'epoch': 0.19}
{'loss': 0.6627, 'grad_norm': 2.522067070007324, 'learning_rate': 4.794034090909091e-05, 'epoch': 0.19}
{'loss': 0.6734, 'grad_norm': 2.406170606613159, 'learning_rate': 4.8117897727272735e-05, 'epoch': 0.19}
{'loss': 0.7036, 'grad_norm': 2.314984083175659, 'learning_rate': 4.829545454545455e-05, 'epoch': 0.19}
{'loss': 0.6607, 'grad_norm': 2.5264577865600586, 'learning_rate': 4.8473011363636365e-05, 'epoch': 0.19}
{'loss': 0.6191, 'grad_norm': 2.724443197250366, 'learning_rate': 4.865056818181819e-05, 'epoch': 0.19}
{'loss': 0.6886, 'grad_norm': 2.6423840522766113, 'learning_rate': 4.8828125e-05, 'epoch': 0.2}
{'loss': 0.6407, 'grad_norm': 2.420713424682617, 'learning_rate': 4.900568181818182e-05, 'epoch': 0.2}
{'loss': 0.6502, 'grad_norm': 2.935316801071167, 'learning_rate': 4.918323863636364e-05, 'epoch': 0.2}
{'loss': 0.5861, 'grad_norm': 2.119191884994507, 'learning_rate': 4.9360795454545455e-05, 'epoch': 0.2}
{'loss': 0.7069, 'grad_norm': 2.747468948364258, 'learning_rate': 4.953835227272727e-05, 'epoch': 0.2}
{'loss': 0.6141, 'grad_norm': 2.428534984588623, 'learning_rate': 4.971590909090909e-05, 'epoch': 0.2}
{'loss': 0.6611, 'grad_norm': 2.575840950012207, 'learning_rate': 4.9893465909090915e-05, 'epoch': 0.2}
{'loss': 0.6479, 'grad_norm': 2.684267520904541, 'learning_rate': 4.999999692639568e-05, 'epoch': 0.2}
{'loss': 0.6405, 'grad_norm': 2.1002931594848633, 'learning_rate': 4.999996234835567e-05, 'epoch': 0.2}
{'loss': 0.6464, 'grad_norm': 2.4865522384643555, 'learning_rate': 4.999988935032357e-05, 'epoch': 0.2}
{'loss': 0.673, 'grad_norm': 2.3727974891662598, 'learning_rate': 4.999977793241155e-05, 'epoch': 0.2}
{'loss': 0.6266, 'grad_norm': 2.1673882007598877, 'learning_rate': 4.999962809479084e-05, 'epoch': 0.2}
{'loss': 0.7194, 'grad_norm': 2.6025009155273438, 'learning_rate': 4.999943983769172e-05, 'epoch': 0.2}
{'loss': 0.6192, 'grad_norm': 2.1248722076416016, 'learning_rate': 4.99992131614035e-05, 'epoch': 0.2}
{'loss': 0.6572, 'grad_norm': 1.8436942100524902, 'learning_rate': 4.9998948066274526e-05, 'epoch': 0.21}
{'loss': 0.6431, 'grad_norm': 2.1552791595458984, 'learning_rate': 4.9998644552712206e-05, 'epoch': 0.21}
{'loss': 0.6748, 'grad_norm': 2.55905818939209, 'learning_rate': 4.999830262118298e-05, 'epoch': 0.21}
{'loss': 0.6535, 'grad_norm': 2.3736023902893066, 'learning_rate': 4.999792227221233e-05, 'epoch': 0.21}
{'loss': 0.6262, 'grad_norm': 2.0924761295318604, 'learning_rate': 4.999750350638478e-05, 'epoch': 0.21}
{'loss': 0.6841, 'grad_norm': 1.8835747241973877, 'learning_rate': 4.999704632434388e-05, 'epoch': 0.21}
{'loss': 0.6289, 'grad_norm': 2.4689135551452637, 'learning_rate': 4.999655072679223e-05, 'epoch': 0.21}
{'loss': 0.6721, 'grad_norm': 1.9773859977722168, 'learning_rate': 4.9996016714491465e-05, 'epoch': 0.21}
{'loss': 0.6492, 'grad_norm': 2.288898229598999, 'learning_rate': 4.999544428826227e-05, 'epoch': 0.21}
{'loss': 0.6345, 'grad_norm': 2.188117504119873, 'learning_rate': 4.9994833448984343e-05, 'epoch': 0.21}
{'loss': 0.6983, 'grad_norm': 2.329808473587036, 'learning_rate': 4.999418419759641e-05, 'epoch': 0.21}
{'loss': 0.6409, 'grad_norm': 2.109910249710083, 'learning_rate': 4.9993496535096263e-05, 'epoch': 0.21}
{'loss': 0.6532, 'grad_norm': 2.1310832500457764, 'learning_rate': 4.999277046254068e-05, 'epoch': 0.21}
{'loss': 0.6929, 'grad_norm': 2.2309844493865967, 'learning_rate': 4.999200598104551e-05, 'epoch': 0.21}
{'loss': 0.6721, 'grad_norm': 1.8455467224121094, 'learning_rate': 4.999120309178561e-05, 'epoch': 0.22}
{'loss': 0.6326, 'grad_norm': 2.198057174682617, 'learning_rate': 4.999036179599484e-05, 'epoch': 0.22}
{'loss': 0.6729, 'grad_norm': 2.3105661869049072, 'learning_rate': 4.998948209496613e-05, 'epoch': 0.22}
{'loss': 0.6459, 'grad_norm': 1.8519684076309204, 'learning_rate': 4.9988563990051394e-05, 'epoch': 0.22}
{'loss': 0.676, 'grad_norm': 2.3415558338165283, 'learning_rate': 4.998760748266159e-05, 'epoch': 0.22}
{'loss': 0.6181, 'grad_norm': 2.1797609329223633, 'learning_rate': 4.9986612574266654e-05, 'epoch': 0.22}
{'loss': 0.6661, 'grad_norm': 2.651763439178467, 'learning_rate': 4.998557926639559e-05, 'epoch': 0.22}
{'loss': 0.587, 'grad_norm': 1.888254165649414, 'learning_rate': 4.998450756063637e-05, 'epoch': 0.22}
{'loss': 0.6803, 'grad_norm': 3.3936028480529785, 'learning_rate': 4.9983397458636e-05, 'epoch': 0.22}
{'loss': 0.6504, 'grad_norm': 2.1155052185058594, 'learning_rate': 4.99822489621005e-05, 'epoch': 0.22}
{'loss': 0.6605, 'grad_norm': 2.2127742767333984, 'learning_rate': 4.998106207279486e-05, 'epoch': 0.22}
{'loss': 0.6589, 'grad_norm': 2.2331109046936035, 'learning_rate': 4.99798367925431e-05, 'epoch': 0.22}
{'loss': 0.6666, 'grad_norm': 2.118781805038452, 'learning_rate': 4.9978573123228246e-05, 'epoch': 0.22}
{'loss': 0.6288, 'grad_norm': 2.1000559329986572, 'learning_rate': 4.997727106679229e-05, 'epoch': 0.22}
{'loss': 0.6386, 'grad_norm': 2.575165033340454, 'learning_rate': 4.9975930625236244e-05, 'epoch': 0.23}
{'loss': 0.6337, 'grad_norm': 2.1482880115509033, 'learning_rate': 4.997455180062011e-05, 'epoch': 0.23}
{'loss': 0.7163, 'grad_norm': 2.0320117473602295, 'learning_rate': 4.997313459506284e-05, 'epoch': 0.23}
{'loss': 0.6311, 'grad_norm': 2.322638511657715, 'learning_rate': 4.997167901074243e-05, 'epoch': 0.23}
{'loss': 0.6372, 'grad_norm': 2.1872951984405518, 'learning_rate': 4.997018504989581e-05, 'epoch': 0.23}
{'loss': 0.6733, 'grad_norm': 2.233734369277954, 'learning_rate': 4.99686527148189e-05, 'epoch': 0.23}
{'loss': 0.6292, 'grad_norm': 2.38981032371521, 'learning_rate': 4.99670820078666e-05, 'epoch': 0.23}
{'loss': 0.5938, 'grad_norm': 2.412015676498413, 'learning_rate': 4.9965472931452775e-05, 'epoch': 0.23}
{'loss': 0.6659, 'grad_norm': 2.251408338546753, 'learning_rate': 4.996382548805026e-05, 'epoch': 0.23}
{'loss': 0.5912, 'grad_norm': 2.203579902648926, 'learning_rate': 4.996213968019084e-05, 'epoch': 0.23}
{'loss': 0.6585, 'grad_norm': 1.8941011428833008, 'learning_rate': 4.996041551046528e-05, 'epoch': 0.23}
{'loss': 0.6208, 'grad_norm': 2.0648536682128906, 'learning_rate': 4.995865298152328e-05, 'epoch': 0.23}
{'loss': 0.6271, 'grad_norm': 2.390960216522217, 'learning_rate': 4.9956852096073504e-05, 'epoch': 0.23}
{'loss': 0.6194, 'grad_norm': 1.816955804824829, 'learning_rate': 4.9955012856883545e-05, 'epoch': 0.23}
{'loss': 0.5777, 'grad_norm': 2.4990570545196533, 'learning_rate': 4.9953135266779956e-05, 'epoch': 0.24}
{'loss': 0.6594, 'grad_norm': 2.4318087100982666, 'learning_rate': 4.9951219328648224e-05, 'epoch': 0.24}
{'loss': 0.6621, 'grad_norm': 2.2173585891723633, 'learning_rate': 4.994926504543276e-05, 'epoch': 0.24}
{'loss': 0.7078, 'grad_norm': 1.815096139907837, 'learning_rate': 4.994727242013692e-05, 'epoch': 0.24}
{'loss': 0.6498, 'grad_norm': 1.9293701648712158, 'learning_rate': 4.9945241455822964e-05, 'epoch': 0.24}
{'loss': 0.6171, 'grad_norm': 1.6180734634399414, 'learning_rate': 4.994317215561209e-05, 'epoch': 0.24}
{'loss': 0.5891, 'grad_norm': 1.8863046169281006, 'learning_rate': 4.99410645226844e-05, 'epoch': 0.24}
{'loss': 0.5985, 'grad_norm': 1.7568846940994263, 'learning_rate': 4.993891856027891e-05, 'epoch': 0.24}
{'loss': 0.652, 'grad_norm': 2.1704063415527344, 'learning_rate': 4.993673427169353e-05, 'epoch': 0.24}
{'loss': 0.6208, 'grad_norm': 1.8691426515579224, 'learning_rate': 4.993451166028509e-05, 'epoch': 0.24}
{'loss': 0.657, 'grad_norm': 1.9604026079177856, 'learning_rate': 4.993225072946931e-05, 'epoch': 0.24}
{'loss': 0.6076, 'grad_norm': 2.499424934387207, 'learning_rate': 4.9929951482720774e-05, 'epoch': 0.24}
{'loss': 0.5825, 'grad_norm': 2.21985125541687, 'learning_rate': 4.9927613923572974e-05, 'epoch': 0.24}
{'loss': 0.6719, 'grad_norm': 2.3561558723449707, 'learning_rate': 4.992523805561828e-05, 'epoch': 0.24}
{'loss': 0.6282, 'grad_norm': 2.2171058654785156, 'learning_rate': 4.992282388250794e-05, 'epoch': 0.25}
{'loss': 0.6702, 'grad_norm': 2.9450268745422363, 'learning_rate': 4.992037140795205e-05, 'epoch': 0.25}
{'loss': 0.6064, 'grad_norm': 1.7836271524429321, 'learning_rate': 4.991788063571957e-05, 'epoch': 0.25}
{'loss': 0.6302, 'grad_norm': 1.8486584424972534, 'learning_rate': 4.9915351569638337e-05, 'epoch': 0.25}
{'loss': 0.7398, 'grad_norm': 1.7184619903564453, 'learning_rate': 4.9912784213595015e-05, 'epoch': 0.25}
{'loss': 0.6265, 'grad_norm': 1.9015531539916992, 'learning_rate': 4.9910178571535124e-05, 'epoch': 0.25}
{'loss': 0.6003, 'grad_norm': 2.1932404041290283, 'learning_rate': 4.9907534647463036e-05, 'epoch': 0.25}
{'loss': 0.5886, 'grad_norm': 1.5480871200561523, 'learning_rate': 4.990485244544192e-05, 'epoch': 0.25}
{'loss': 0.5682, 'grad_norm': 1.5171267986297607, 'learning_rate': 4.990213196959379e-05, 'epoch': 0.25}
{'loss': 0.7265, 'grad_norm': 2.1613922119140625, 'learning_rate': 4.989937322409949e-05, 'epoch': 0.25}
{'loss': 0.5731, 'grad_norm': 1.7814528942108154, 'learning_rate': 4.9896576213198654e-05, 'epoch': 0.25}
{'loss': 0.6185, 'grad_norm': 2.1865007877349854, 'learning_rate': 4.9893740941189735e-05, 'epoch': 0.25}
{'loss': 0.6932, 'grad_norm': 1.7608206272125244, 'learning_rate': 4.9890867412429995e-05, 'epoch': 0.25}
{'loss': 0.6485, 'grad_norm': 1.8342965841293335, 'learning_rate': 4.988795563133547e-05, 'epoch': 0.25}
{'loss': 0.6467, 'grad_norm': 2.535325050354004, 'learning_rate': 4.9885005602380994e-05, 'epoch': 0.25}
{'loss': 0.6318, 'grad_norm': 1.8105993270874023, 'learning_rate': 4.9882017330100186e-05, 'epoch': 0.26}
{'loss': 0.6274, 'grad_norm': 2.3416037559509277, 'learning_rate': 4.987899081908541e-05, 'epoch': 0.26}
{'loss': 0.6287, 'grad_norm': 2.9696133136749268, 'learning_rate': 4.987592607398782e-05, 'epoch': 0.26}
{'loss': 0.6752, 'grad_norm': 2.53206205368042, 'learning_rate': 4.9872823099517336e-05, 'epoch': 0.26}
{'loss': 0.5597, 'grad_norm': 1.5388981103897095, 'learning_rate': 4.98696819004426e-05, 'epoch': 0.26}
{'loss': 0.7294, 'grad_norm': 2.372232437133789, 'learning_rate': 4.9866502481591024e-05, 'epoch': 0.26}
{'loss': 0.6194, 'grad_norm': 1.7678698301315308, 'learning_rate': 4.986328484784873e-05, 'epoch': 0.26}
{'loss': 0.7384, 'grad_norm': 2.39003849029541, 'learning_rate': 4.9860029004160605e-05, 'epoch': 0.26}
{'loss': 0.6269, 'grad_norm': 1.827425241470337, 'learning_rate': 4.985673495553022e-05, 'epoch': 0.26}
{'loss': 0.638, 'grad_norm': 2.0405092239379883, 'learning_rate': 4.985340270701988e-05, 'epoch': 0.26}
{'loss': 0.6306, 'grad_norm': 1.690459132194519, 'learning_rate': 4.985003226375059e-05, 'epoch': 0.26}
{'loss': 0.6643, 'grad_norm': 2.28181791305542, 'learning_rate': 4.9846623630902056e-05, 'epoch': 0.26}
{'loss': 0.6498, 'grad_norm': 2.2239115238189697, 'learning_rate': 4.9843176813712675e-05, 'epoch': 0.26}
{'loss': 0.759, 'grad_norm': 1.804073452949524, 'learning_rate': 4.983969181747952e-05, 'epoch': 0.26}
{'loss': 0.5767, 'grad_norm': 2.568218946456909, 'learning_rate': 4.9836168647558336e-05, 'epoch': 0.27}
{'loss': 0.5958, 'grad_norm': 2.3053011894226074, 'learning_rate': 4.983260730936353e-05, 'epoch': 0.27}
{'loss': 0.6288, 'grad_norm': 1.9623299837112427, 'learning_rate': 4.98290078083682e-05, 'epoch': 0.27}
{'loss': 0.5972, 'grad_norm': 1.7639238834381104, 'learning_rate': 4.982537015010405e-05, 'epoch': 0.27}
{'loss': 0.6806, 'grad_norm': 2.5149128437042236, 'learning_rate': 4.9821694340161426e-05, 'epoch': 0.27}
{'loss': 0.6532, 'grad_norm': 1.8205952644348145, 'learning_rate': 4.981798038418935e-05, 'epoch': 0.27}
{'loss': 0.6649, 'grad_norm': 2.0005033016204834, 'learning_rate': 4.981422828789542e-05, 'epoch': 0.27}
{'loss': 0.5591, 'grad_norm': 2.4838058948516846, 'learning_rate': 4.9810438057045864e-05, 'epoch': 0.27}
{'loss': 0.7044, 'grad_norm': 2.0241785049438477, 'learning_rate': 4.9806609697465526e-05, 'epoch': 0.27}
{'loss': 0.6619, 'grad_norm': 2.105466604232788, 'learning_rate': 4.9802743215037814e-05, 'epoch': 0.27}
{'loss': 0.6362, 'grad_norm': 1.9628130197525024, 'learning_rate': 4.979883861570478e-05, 'epoch': 0.27}
{'loss': 0.6968, 'grad_norm': 1.9265016317367554, 'learning_rate': 4.9794895905467e-05, 'epoch': 0.27}
{'loss': 0.6532, 'grad_norm': 2.5128557682037354, 'learning_rate': 4.9790915090383625e-05, 'epoch': 0.27}
{'loss': 0.6633, 'grad_norm': 2.121729612350464, 'learning_rate': 4.978689617657241e-05, 'epoch': 0.27}
{'loss': 0.6214, 'grad_norm': 2.666292905807495, 'learning_rate': 4.978283917020962e-05, 'epoch': 0.28}
{'loss': 0.6589, 'grad_norm': 2.3652396202087402, 'learning_rate': 4.9778744077530056e-05, 'epoch': 0.28}
{'loss': 0.6136, 'grad_norm': 2.096383571624756, 'learning_rate': 4.977461090482708e-05, 'epoch': 0.28}
{'loss': 0.7001, 'grad_norm': 1.810497522354126, 'learning_rate': 4.977043965845255e-05, 'epoch': 0.28}
{'loss': 0.6557, 'grad_norm': 2.2340595722198486, 'learning_rate': 4.976623034481685e-05, 'epoch': 0.28}
{'loss': 0.6124, 'grad_norm': 1.838759183883667, 'learning_rate': 4.976198297038886e-05, 'epoch': 0.28}
{'loss': 0.6103, 'grad_norm': 1.64351224899292, 'learning_rate': 4.975769754169597e-05, 'epoch': 0.28}
{'loss': 0.5775, 'grad_norm': 2.1667966842651367, 'learning_rate': 4.975337406532401e-05, 'epoch': 0.28}
{'loss': 0.6213, 'grad_norm': 3.2188925743103027, 'learning_rate': 4.9749012547917316e-05, 'epoch': 0.28}
{'loss': 0.6269, 'grad_norm': 2.3192708492279053, 'learning_rate': 4.974461299617868e-05, 'epoch': 0.28}
{'loss': 0.6053, 'grad_norm': 2.366184949874878, 'learning_rate': 4.9740175416869345e-05, 'epoch': 0.28}
{'loss': 0.6848, 'grad_norm': 2.2723734378814697, 'learning_rate': 4.9735699816808985e-05, 'epoch': 0.28}
{'loss': 0.6067, 'grad_norm': 1.7434632778167725, 'learning_rate': 4.973118620287571e-05, 'epoch': 0.28}
{'loss': 0.5836, 'grad_norm': 1.7356983423233032, 'learning_rate': 4.972663458200606e-05, 'epoch': 0.28}
{'loss': 0.5802, 'grad_norm': 2.2558560371398926, 'learning_rate': 4.972204496119497e-05, 'epoch': 0.29}
{'loss': 0.6249, 'grad_norm': 1.6846116781234741, 'learning_rate': 4.9717417347495774e-05, 'epoch': 0.29}
{'loss': 0.6012, 'grad_norm': 2.409559965133667, 'learning_rate': 4.9712751748020205e-05, 'epoch': 0.29}
{'loss': 0.67, 'grad_norm': 2.2712669372558594, 'learning_rate': 4.970804816993836e-05, 'epoch': 0.29}
{'loss': 0.6693, 'grad_norm': 2.603768825531006, 'learning_rate': 4.9703306620478704e-05, 'epoch': 0.29}
{'loss': 0.594, 'grad_norm': 1.5142061710357666, 'learning_rate': 4.9698527106928076e-05, 'epoch': 0.29}
{'loss': 0.7444, 'grad_norm': 2.0303473472595215, 'learning_rate': 4.969370963663163e-05, 'epoch': 0.29}
{'loss': 0.6, 'grad_norm': 1.941482424736023, 'learning_rate': 4.9688854216992865e-05, 'epoch': 0.29}
{'loss': 0.661, 'grad_norm': 2.1297824382781982, 'learning_rate': 4.96839608554736e-05, 'epoch': 0.29}
{'loss': 0.6372, 'grad_norm': 1.6764520406723022, 'learning_rate': 4.967902955959396e-05, 'epoch': 0.29}
{'loss': 0.6609, 'grad_norm': 2.2593977451324463, 'learning_rate': 4.967406033693237e-05, 'epoch': 0.29}
{'loss': 0.5921, 'grad_norm': 1.9241689443588257, 'learning_rate': 4.9669053195125545e-05, 'epoch': 0.29}
{'loss': 0.6945, 'grad_norm': 2.2062463760375977, 'learning_rate': 4.966400814186848e-05, 'epoch': 0.29}
{'loss': 0.7026, 'grad_norm': 2.12275767326355, 'learning_rate': 4.96589251849144e-05, 'epoch': 0.29}
{'loss': 0.6439, 'grad_norm': 2.228727340698242, 'learning_rate': 4.965380433207482e-05, 'epoch': 0.3}
{'loss': 0.6659, 'grad_norm': 2.2702479362487793, 'learning_rate': 4.964864559121948e-05, 'epoch': 0.3}
{'loss': 0.6407, 'grad_norm': 1.7294425964355469, 'learning_rate': 4.964344897027633e-05, 'epoch': 0.3}
{'loss': 0.648, 'grad_norm': 1.8844451904296875, 'learning_rate': 4.9638214477231556e-05, 'epoch': 0.3}
{'loss': 0.6485, 'grad_norm': 1.9452695846557617, 'learning_rate': 4.963294212012953e-05, 'epoch': 0.3}
{'loss': 0.6765, 'grad_norm': 1.6395142078399658, 'learning_rate': 4.9627631907072835e-05, 'epoch': 0.3}
{'loss': 0.6709, 'grad_norm': 1.967564344406128, 'learning_rate': 4.962228384622221e-05, 'epoch': 0.3}
{'loss': 0.6656, 'grad_norm': 2.5685322284698486, 'learning_rate': 4.961689794579655e-05, 'epoch': 0.3}
{'loss': 0.6251, 'grad_norm': 1.9978091716766357, 'learning_rate': 4.961147421407294e-05, 'epoch': 0.3}
{'loss': 0.622, 'grad_norm': 2.063023567199707, 'learning_rate': 4.960601265938657e-05, 'epoch': 0.3}
{'loss': 0.5623, 'grad_norm': 1.5740896463394165, 'learning_rate': 4.9600513290130776e-05, 'epoch': 0.3}
{'loss': 0.686, 'grad_norm': 1.498978614807129, 'learning_rate': 4.959497611475699e-05, 'epoch': 0.3}
{'loss': 0.7113, 'grad_norm': 1.9972060918807983, 'learning_rate': 4.958940114177476e-05, 'epoch': 0.3}
{'loss': 0.6678, 'grad_norm': 1.5423691272735596, 'learning_rate': 4.9583788379751716e-05, 'epoch': 0.3}
{'loss': 0.7351, 'grad_norm': 1.9271948337554932, 'learning_rate': 4.957813783731356e-05, 'epoch': 0.31}
{'loss': 0.6457, 'grad_norm': 1.866141438484192, 'learning_rate': 4.957244952314406e-05, 'epoch': 0.31}
{'loss': 0.6725, 'grad_norm': 1.786865472793579, 'learning_rate': 4.956672344598502e-05, 'epoch': 0.31}
{'loss': 0.6084, 'grad_norm': 2.6317389011383057, 'learning_rate': 4.95609596146363e-05, 'epoch': 0.31}
{'loss': 0.679, 'grad_norm': 1.9360864162445068, 'learning_rate': 4.955515803795576e-05, 'epoch': 0.31}
{'loss': 0.7499, 'grad_norm': 1.8289101123809814, 'learning_rate': 4.954931872485927e-05, 'epoch': 0.31}
{'loss': 0.74, 'grad_norm': 2.172022581100464, 'learning_rate': 4.9543441684320706e-05, 'epoch': 0.31}
{'loss': 0.7049, 'grad_norm': 1.8363577127456665, 'learning_rate': 4.953752692537191e-05, 'epoch': 0.31}
{'loss': 0.6107, 'grad_norm': 1.769509196281433, 'learning_rate': 4.95315744571027e-05, 'epoch': 0.31}
{'loss': 0.6069, 'grad_norm': 2.032694101333618, 'learning_rate': 4.952558428866084e-05, 'epoch': 0.31}
{'loss': 0.6045, 'grad_norm': 1.7778576612472534, 'learning_rate': 4.951955642925203e-05, 'epoch': 0.31}
{'loss': 0.6344, 'grad_norm': 2.16373610496521, 'learning_rate': 4.95134908881399e-05, 'epoch': 0.31}
{'loss': 0.5308, 'grad_norm': 1.8199551105499268, 'learning_rate': 4.950738767464599e-05, 'epoch': 0.31}
{'loss': 0.6219, 'grad_norm': 2.2685928344726562, 'learning_rate': 4.950124679814972e-05, 'epoch': 0.31}
{'loss': 0.6453, 'grad_norm': 2.2175114154815674, 'learning_rate': 4.949506826808841e-05, 'epoch': 0.32}
{'loss': 0.634, 'grad_norm': 1.8129709959030151, 'learning_rate': 4.9488852093957226e-05, 'epoch': 0.32}
